"Regen_Plot","ID","Fire","Date","Observers","Year.of.Fire","Photos","Datum","Easting","Northing","aspect","slope","parent1","parent2","BARE","ROCK","VEG..BASAL..10.","LITT","CWD","SHRUB","FORBE","GRASS","HARDWOOD","CONIFER","DEAD_OCC","LIVE_OCC","CALVEG_OBS","FIRE_SEV","HIST1","HIST2","HIST3","DUFF_cm","LITT_cm","BA_total_count","BA_live_count","BA_dead_count","NOTES","HERBS","UNDERSTORY.VEG","TREE_live.only","BAF","BA.Total1","BA.Live1","BA.Dead1","dominant_shrub_ht_cm","seed_tree_distance_general","fire.prefix","seed_tree_distance_conifer","seed_tree_distance_hardwood","seed_wall_distance","dominant_tree_1","dominant_tree_2","dominant_tree_3","fire_killed_trees_2.15","fire_killed_trees_15.30","fire_killed_trees_30.45","fire_killed_trees_45.60","fire_killed_trees_60.","dominant_shrub_1","dominant_shrub_2","new_or_revisit","burn_or_control","revisit_relocated_precisely","entered_by","entered_on","dominant_shrub_3"
"CUB1300287",2466,"CUB","7/24/2013 0:00:00","CP, PB",2008,"287 CUB CPP","NAD83 UTM zone 10",631511.22,4453375.35,238,45,"GRANITE","",2,10,5,83,0.5,65,1,0,0,0,10,0,"1",5,"",NA,NA,0,2,7,0,7,"BAF 40",1,67,0,40,280,0,280,100,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB1300288",2467,"CUB","7/24/2013 0:00:00","CP, PB",2008,"288 CUB CPP","NAD83 UTM zone 10",631505.72,4453162.42,240,30,"GRANITE","",2,5,1,92,0.5,49,2,2,0,1,15,0,"1",5,"",NA,NA,0.5,1,6,1,5,"BAF 40",4,55,1,40,240,40,200,120,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB1300293",2468,"CUB","7/16/2013 0:00:00","CP, NO, MS",2008,"991 NO","NAD83 UTM zone 10",631561.52,4451968.39,358,28,"GRANITE","",0,1,8,90,1,0.5,0,0,0,98,0,98,"1",1,"",NA,NA,0.5,4,10,8,2,"BAF 40",0,1,98,40,400,320,80,15,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB1300300",2469,"CUB","7/18/2013 0:00:00","CP, NO, MS",2008,"1017 NO","NAD83 UTM zone 10",631671.85,4454585.01,354,39,"GRANITE","",10,8,0.5,78,4,35,10,5,0,3,4,0,"1",5,"",NA,NA,0,1,9,0,9,"",15,53,3,20,180,0,180,45,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB1300305",2470,"CUB","7/24/2013 0:00:00","CP, NO, PB, MS",2008,"1047 NO","NAD83 UTM zone 10",631706.16,4453586.01,330,20,"GRANITE","",2,3,1,91,3,30,2,0,0,0,5,0,"1",5,"",NA,NA,0,3,8,0,8,"BAF 40",2,32,0,40,320,0,320,85,28.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB1300306",2471,"CUB","7/24/2013 0:00:00","CP, PB",2008,"306 CUB CPP","NAD83 UTM zone 10",631709.92,4453389.77,262,22,"GRANITE","",6,10,0.5,79,5,30,4,3,0,0.5,10,0,"1",5,"",NA,NA,0,1,7,0,7,"BAF 40",7,37,0.5,40,280,0,280,50,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB1300307",2472,"CUB","7/24/2013 0:00:00","CP, PB",2008,"307 CUB CPP","NAD83 UTM zone 10",631722.01,4453184.53,262,30,"GRANITE","",3,10,0.5,81,6,40,5,1,0,0.5,6,0,"1",5,"",NA,NA,0,1,5,0,5,"BAF 40",5,45,0.5,40,200,0,200,35,33.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB1300308",2473,"CUB","7/24/2013 0:00:00","CP, PB",2008,"308 CUB CPP","NAD83 UTM zone 10",631730.01,4452995.01,333,33,"GRANITE","",0,15,0.5,82,3,0,0.5,0,0,0.5,1,0,"1",4,"",NA,NA,1,2,6,3,3,"BAF 40",0.5,0.5,0.5,40,240,120,120,NA,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB1300310",2474,"CUB","7/23/2013 0:00:00","PB, NO, MS",2008,"1034 NO","NAD83 UTM zone 10",631737.5,4452582.35,294,19,"GRANITE","",1,5,0.5,89,5,0,0.5,0,0,5,1,5,"1",4,"",NA,NA,1.5,4,7,0,7,"BAF 40",0.5,1,5,40,280,0,280,5,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB1300311",2475,"CUB","7/23/2013 0:00:00","NO, MS, PB",2008,"1035 NO","NAD83 UTM zone 10",631751.41,4452383,268,19,"GRANITE","",3,7,0.5,89,1,3,0,0,0,0.5,0.5,0,"1",5,"",NA,NA,0,4,7,0,7,"BAF 40",0,2,0.5,40,280,0,280,40,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB1300312",2476,"CUB","7/23/2013 0:00:00","NO, MS, PB",2008,"1036 NO","NAD83 UTM zone 10",631751.98,4452186.6,302,30,"GRANITE","",3,7,0.5,83,7,0.5,0.5,0,0,0.5,5,0,"1",5,"",NA,NA,0.5,3,6,0,6,"BAF 40",0.5,0.5,0.5,40,240,0,240,15,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB1300314",2477,"CUB","7/16/2013 0:00:00","CP, MS, NO",2008,"980 NO","NAD83 UTM zone 10",631788.04,4451187.22,128,44,"GRANITE","",15,8,0.5,74,3,50,4,0,0,0,0.5,0,"1",4,"",NA,NA,0,0.5,7,1,6,"BAF 40",4,54,0,40,280,40,240,90,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB1300316",2478,"CUB","7/8/2013 0:00:00","CP, NO, MS",2008,"1016 NO","NAD83 UTM zone 10",631866.52,4454791.89,260,50,"GRANITE","",3,10,0.5,79,8,2,3,0.5,5,10,2,8,"1",3,"",NA,NA,0,2,8,4,4,"",3,12,15,20,160,80,80,30,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB1300320",2479,"CUB","7/24/2013 0:00:00","CP, PB",2008,"320 CUB CPP","NAD83 UTM zone 10",631906.61,4453594.14,306,38,"GRANITE","",3,10,0.5,81,6,36,10,0,0,1,8,0,"1",5,"",NA,NA,0,1,5,0,5,"BAF 40",10,47,1,40,200,0,200,50,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB1300321",2480,"CUB","7/24/2013 0:00:00","CP, PB",2008,"321 CUB CPP","NAD83 UTM zone 10",631916.54,4453395.01,274,29,"GRANITE","",2,0.5,2,56,30,5,1,0,0,0.5,1,0,"1",5,"",NA,NA,0.5,4,14,0,14,"BAF 40",1,5,0.5,40,560,0,560,50,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB1300322",2481,"CUB","7/24/2013 0:00:00","CP, PB",2008,"322 CUB CPP","NAD83 UTM zone 10",631919.63,4453194.41,275,28,"GRANITE","",2,1,0.5,77,20,36,0,0,0,1,2,0,"1",5,"",NA,NA,0,3,6,0,6,"BAF 40",0,37,1,40,240,0,240,60,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB1300323",2482,"CUB","7/24/2013 0:00:00","CP, PB",2008,"323 CUB CPP","NAD83 UTM zone 10",631919.01,4452994.13,264,47,"GRANITE","",1,18,1,75,5,0,0,0,0,30,1,30,"1",4,"",NA,NA,0.5,3,8,3,5,"",0,0.5,30,20,160,60,100,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB1300325",2483,"CUB","3/23/2013 0:00:00","NO, MS, PB",2008,"1033 NO","NAD83 UTM zone 10",631941.95,4452594.85,291,40,"GRANITE","",0.5,35,0.5,50,15,8,1,0,0,1,5,0,"1",5,"",NA,NA,0,4,12,0,12,"BAF 40",1,10,1,40,480,0,480,35,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB1300326",2484,"CUB","7/23/2013 0:00:00","NO, MS, PB",2008,"1038 NO","NAD83 UTM zone 10",631942.65,4452404.31,295,29,"GRANITE","",1,3,2,91,3,0,0,0,0,0.5,2,0,"1",4,"",NA,NA,0.5,5,9,1,8,"BAF 40",0,0,0.5,40,360,40,320,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB1300327",2485,"CUB","9/23/2013 0:00:00","NO, MS, PB",2008,"1037 NO","NAD83 UTM zone 10",631952.74,4452204.4,298,29,"GRANITE","",2,2,7,87,2,0.5,0,0,0,88,3,88,"1",1,"",NA,NA,0.5,8,12,12,0,"BAF 40",0,1,88,40,480,480,0,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB1300338",2486,"CUB","7/16/2013 0:00:00","CP, NO, MS",2008,"993 NO","NAD83 UTM zone 10",632155.99,4452003.77,108,11,"GRANITE","",30,5,2,56,7,72,1,0,0,0,1,0,"1",5,"",NA,NA,0,1,9,0,9,"BAF 5",1,70,0,5,45,0,45,120,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB1300340",2487,"CUB","7/25/2013 0:00:00","NO, MS",2008,"1051 NO","NAD83 UTM zone 10",632182.43,4451198.76,92,40,"GRANITE","",0.5,80,0.5,18,2,50,0,0,0,1,0,3,"1",2,"",NA,NA,0,1,7,7,0,"",0,50,1,20,140,140,0,50,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB1300346",2488,"CUB","7/25/2013 0:00:00","CP, PB",2008,"364 CUB","NAD83 UTM zone 10",632372.74,4451408.01,144,33,"GRANITE","",8,40,0.5,44,8,15,10,1,0,1,15,0,"1",5,"",NA,NA,0,1,8,0,8,"BAF 40. ALL SEEDLINGS HAVE BEEN GRAZED",11,26,1,40,320,0,320,50,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB1300347",2489,"CUB","7/22/2013 0:00:00","NO, MS, PB",2008,"1023 NO","NAD83 UTM zone 10",632469.5,4454812,332,20,"GRANITE","",1,2,0.5,94,3,67,5,2,0,0.5,2,0,"1",5,"",NA,NA,0,0.5,12,0,12,"BAF 10",7,70,0.5,10,120,0,120,60,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB1300349",2490,"CUB","7/23/2013 0:00:00","NO, MS, PB",2008,"1028 NO","NAD83 UTM zone 10",632530.55,4452814.57,80,43,"GRANITE","",0.5,0.5,0.5,93,7,6,0.5,0,0,0.5,10,0,"1",4,"",NA,NA,0.5,3,6,0,6,"BAF 40",0.5,7,0.5,40,240,0,240,55,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB1300350",2495,"CUB","7/23/2013 0:00:00","NO, MS, CP",2008,"1027 NO","NAD83 UTM zone 10",632537.65,4452608.08,100,29,"GRANITE","",3,25,0.5,52,20,32,20,0,0,0.5,1,0,"1",5,"",NA,NA,0,3,7,0,7,"BAF 40.",20,50,0.5,40,280,0,280,45,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB1300351",2498,"CUB","7/23/2013 0:00:00","NO, PB, MS",2008,"1039 NO","NAD83 UTM zone 10",632546.54,4452413.28,128,5,"GRANITE","",1,2,2,90,5,21,3,0,0,0,5,0,"1",5,"",NA,NA,0,2,8,0,8,"BAF 40",3,35,0,40,320,0,320,35,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB1300353",2499,"CUB","7/16/2013 0:00:00","CP, MS, NO",2008,"996 NO","NAD83 UTM zone 10",632559.46,4452014.11,106,33,"GRANITE","",1,1,0.5,78,20,15,0.5,0.5,0,0.5,5,0,"1",5,"",NA,NA,0,3,11,0,11,"BAF 40",1,16,0.5,40,440,0,440,25,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB1300354",2500,"CUB","7/16/2013 0:00:00","CP, NO, MS",2008,"997 NO","NAD83 UTM zone 10",632559.69,4451810.12,118,33,"GRANITE","",0,3,0.5,77,20,14,2,0.5,0,0.5,7,0,"1",5,"",NA,NA,0.5,4,9,0,9,"",2,17,0.5,20,180,0,180,40,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB1300357",2501,"CUB","7/22/2013 0:00:00","NO, MS, PB",2008,"1022 NO","NAD83 UTM zone 10",632662.75,4454816.6,288,25,"GRANITE","",5,2,0.5,83,10,47,11,1,0,1,5,0,"1",5,"",NA,NA,0,2,9,0,9,"",12,50,1,20,180,0,180,45,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB1300360",2502,"CUB","7/23/2013 0:00:00","NO, MS, PB",2008,"1026 NO","NAD83 UTM zone 10",632736.68,4452616.99,100,45,"GRANITE","",10,0.5,0.5,70,20,15,0,0,0,0.5,5,0,"1",5,"",NA,NA,0,3,9,0,9,"BAF 40",0,15,0.5,40,360,0,360,35,54.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB1300361",2265,"CUB","7/31/2013 0:00:00","CP, RD",2008,"5741 RD","NAD83 UTM zone 10",631427.06,4455972.94,242,18,"GRANITE","",0,0,2,70,20,0,1,0,0,85,2,85,"1",0,"",NA,NA,2,5,14,10,4,"CONTROL. BAF 40",1,1,85,40,560,400,160,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB1300362",2266,"CUB","7/31/2013 0:00:00","CP, RD",2008,"5738 RD","NAD83 UTM zone 10",631630.55,4455980.22,390,32,"GRANITE","",0.5,0.5,3,82,15,0,0,0,0,60,0,60,"1",0,"",NA,NA,1.5,3,7,6,1,"CONTROL. BAF 40",0,0,60,40,280,240,40,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB1300370",2267,"CUB","7/31/2013 0:00:00","CP, RD",2008,"5742 RD","NAD83 UTM zone 10",631415.48,4456172.62,246,10,"BASALT","",0,0,2,58,40,0,0.5,0,0,90,1,90,"1",0,"",NA,NA,2,4,10,9,1,"CONTROL. BAF 40",0.5,1,90,40,400,360,40,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB1300371",2503,"CUB","7/23/2013 0:00:00","NO, MS, PB",2008,"1040 NO","NAD83 UTM zone 10",632940.16,4452427.58,76,46,"GRANITE","",2,1,1,90,6,5,0,0,0,1,0,0,"1",5,"",NA,NA,0.5,4,8,0,8,"BAF 40",0,6,1,40,320,0,320,35,25.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB1300372",2504,"CUB","7/22/2013 0:00:00","NO, MS, PB",2008,"1021 NO","NAD83 UTM zone 10",633063.9,4454833.16,80,25,"GRANITE","",2,2,0.5,86,10,60,0.5,0,0,1,2,0,"1",4,"",NA,NA,0,2,8,1,7,"",0,61,1,20,160,20,140,60,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB1300373",2505,"CUB","7/22/2013 0:00:00","NO, MS, PB",2008,"1025 NO","NAD83 UTM zone 10",633072.88,4454630.52,128,22,"GRANITE","",3,8,1,81,7,22,2,1,0,0.5,0,0,"1",5,"",NA,NA,0,2,6,1,5,"",3,30,0.5,20,120,20,100,NA,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB1300374",2506,"CUB","7/22/2013 0:00:00","NO, MS, PB",2008,"1024 NO","NAD83 UTM zone 10",633083.15,4454429.34,112,29,"GRANITE","",2,8,1,2,87,43,1,0.5,0,50,0,50,"1",2,"",NA,NA,0,3,8,8,0,"BAF 5",1,80,50,5,40,40,0,80,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB1300377",2507,"CUB","7/15/2013 0:00:00","CP, NO, MS",2008,"977 NO","NAD83 UTM zone 10",633216.26,4456237.08,68,24,"GRANITE","",12,1,1,85,1,70,0.5,0.5,0,5,0,3,"1",2,"",NA,NA,0,0.5,2,2,0,"BAF 5",1,70,5,5,10,10,0,85,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB1300378",2508,"CUB","7/15/2013 0:00:00","CP, NO, MS",2008,"978 NO","NAD83 UTM zone 10",633239.06,4456035.57,78,20,"GRANITE","",4,10,1,85,0.5,65,0.5,0,0,22,0,20,"1",1,"",NA,NA,0,1,7,7,0,"BAF 10",0.5,66,22,10,70,70,0,90,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB1300379",2509,"CUB","7/15/2013 0:00:00","CP, NO, MS",2008,"979 NO","NAD83 UTM zone 10",633238.46,4455838.69,58,28,"GRANITE","",20,15,0.5,60,5,55,1,2,0,0,4,0,"1",4,"",NA,NA,0,0.5,5,1,4,"BAF 5",3,57,0,40,200,40,160,110,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB1310350",2263,"CUB","7/31/2013 0:00:00","CP, RD",2008,"5740 RD","NAD83 UTM zone 10",631431.23,4455775.57,86,2,"BASALT","",0,0,5,93,2,0,1,0,0,90,0,90,"1",0,"",NA,NA,2,3,9,8,1,"CONTROL. BAF 40  (PLOT 350 CONTROL, ONLY USED 10350 TO AVOID OVERLAP WITH MASTER PLOT 350).",1,1,90,40,360,320,40,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB1310351",2264,"CUB","7/31/2013 0:00:00","CP, RD",2008,"5739 RD","NAD83 UTM zone 10",631632.67,4455780.62,98,40,"BASALT","",1,2,1,94,2,0,2,2,0,55,0,55,"1",0,"",NA,NA,1.5,3,NA,NA,NA,"CONTROL.  NO BA RECORDED",4,4,55,20,0,NA,0,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB1310371",2268,"CUB","7/31/2013 0:00:00","CP, RD",2008,"5737 RD","NAD83 UTM zone 10",631628.85,4453191.44,90,60,"GRANITE","",0,15,2,82,1,0,1,1,0,70,0,70,"1",0,"",NA,NA,0.5,3,8,8,0,"CONTROL.  (USED CODE 10371 TO DIFFERENTIATE FROM MASTER PLOT 00371)",2,2,70,20,160,160,0,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB1310378",2269,"CUB","7/31/2013 0:00:00","CP, RD",2008,"5743 RD","NAD83 UTM zone 10",631404.2,4456380.43,235,3,"GRANITE","",0,0,3,72,25,0,1,0,0,75,0,75,"1",0,"",NA,NA,3,5,10,9,1,"CONTROL. BAF 40.  (USED CODE 10378 TO DIFFERENTIATE BETWEEN MASTER PLOT 00378)",1,1,75,10,100,90,10,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB1310379",2270,"CUB","7/31/2013 0:00:00","CP, RD",2008,"5744","NAD83 UTM zone 10",631615.76,4456407.77,190,1,"BASALT","",5,1,2,77,15,0,1,1,0,70,0,70,"1",0,"",NA,NA,0,1.5,13,11,2,"CONTROL.  (USED 10379 TO DIFFERENTIATE FROM MASTER 00379)",2,2,70,20,260,220,40,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEP0900001",706,"DEEP","10/4/2009 0:00:00","kw/bs",2004,"1699","WGS84 UTM zone 10",886158.86,4014622.56,215,100,"gran","",10,15,70,10,5,65,5,0,5,NA,0,0,"1",5,"",NA,NA,0,1,2,0,2,"",NA,NA,NA,20,40,0,40,30,25.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEP0900002",703,"DEEP","10/4/2009 0:00:00","kw/bs",2004,"1698","WGS84 UTM zone 10",885966.41,4014422.44,148,58,"gran","",5,5,40,25,5,40,0.5,0.5,15,NA,15,0,"1",4,"",NA,NA,0.5,2,5,1,4,"",NA,NA,NA,20,100,20,80,145,1.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEP0900004",704,"DEEP","10/4/2009 0:00:00","kw/bs",2004,"1697","WGS84 UTM zone 10",885964.42,4014215.18,22,75,"gran","",30,0.5,35,30,0.5,30,5,0,5,NA,10,70,"1",3,"",NA,NA,0,1.5,7,6,1,"",NA,NA,NA,20,140,120,20,135,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEP0900006",699,"DEEP","10/4/2009 0:00:00","kw/bs",2004,"1696","WGS84 UTM zone 10",885583.06,4013811.59,44,35,"gran","",43,0.5,27,20,15,19,3,5,0,NA,2,0,"1",5,"",NA,NA,0,0.5,11,0,11,"Invasives: thistle. Grazed.  Slash partially cleaned up.",NA,NA,NA,20,220,0,220,170,46.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEP0900007",700,"DEEP","10/4/2009 0:00:00","kw/bs",2004,"1645","WGS84 UTM zone 10",885783.85,4013816.49,114,60,"gran","",3,5,65,17,5,38,5,22,5,NA,10,5,"1",3,"",NA,NA,0.5,2,4,1,3,"Invasives: cheatgrass.",NA,NA,NA,20,80,20,60,20,3.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
