"Regen_Plot","Fire","ID","Date","Observers","Year.of.Fire","Photos","Datum","Easting","Northing","aspect","slope","parent1","parent2","BARE","ROCK","VEG..BASAL..10.","LITT","CWD","SHRUB","GRASS","HARDWOOD","CONIFER","DEAD_OCC","LIVE_OCC","CALVEG_OBS","FIRE_SEV","HIST1","HIST2","HIST3","DUFF_cm","LITT_cm","BA_total_count","BA_live_count","BA_dead_count","NOTES","HERBS","UNDERSTORY.VEG","TREE_live.only","BAF","BA.Total1","BA.Live1","BA.Dead1","dominant_shrub_ht_cm","seed_tree_distance_general","fire.prefix","seed_tree_distance_conifer","seed_tree_distance_hardwood","seed_wall_distance","dominant_tree_1","dominant_tree_2","dominant_tree_3","fire_killed_trees_2.15","fire_killed_trees_15.30","fire_killed_trees_30.45","fire_killed_trees_45.60","fire_killed_trees_60.","dominant_shrub_1","dominant_shrub_2","new_or_revisit","burn_or_control","revisit_relocated_precisely","entered_by","entered_on","dominant_shrub_3","Year","fire.abbr","X5yr","fire.year","notes","survey.years.post","seed.tree.any","FORB","dom.veg","dom.veg.2016","dom.veg.all"
"PNP1110151","PENDOLA",1207,"8/3/2011 0:00:00","CP, CR, TR, MS",1999,"Plumas151S","NAD83 UTM zone 10",658380.09,4365369.11,122,20,"Granite","",0.5,0,2,88,10,10,3,60,21,0.5,40,"1",1,"",NA,NA,1,2,2,2,0,"Moved plot 10m N to avoid slash covered area",40,60,55,20,40,40,0,130,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"PEN","n",1999,"this is 12-year revisit",12,1.8,37,"LIDE3 ABCO PSME PILA","NA NA NA","NA NA NA LIDE3 ABCO PSME PILA"
"PNP1110165","PENDOLA",1187,"7/13/2011 0:00:00","CP, CR, TR, MS",1999,"Plumas165S","NAD83 UTM zone 10",656973.95,4365498.84,115,10,"Granite","",1,0,2,82,15,15,1,1,69,1,70,"1",1,"",NA,NA,0.5,2,9,9,0,"",10,60,70,20,180,180,0,60,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"PEN","n",1999,"this is 12-year revisit",12,1.2,9,"PSME PIPO PILA LIDE3 ARME","NA NA NA","NA NA NA PSME PIPO PILA LIDE3 ARME"
"PNP1110171","PENDOLA",1205,"8/3/2011 0:00:00","CP, CR, TR, MS",1999,"Plumas171S","NAD83 UTM zone 10",658162.54,4365550.09,100,23,"Granite","",0.5,2,2,86,10,0.5,0,30,90,0.5,95,"1",1,"",NA,NA,1,4,6,6,0,"",0,10,95,20,120,120,0,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"PEN","n",1999,"this is 12-year revisit",12,1.6,0,"PSME PILA","NA NA NA","NA NA NA PSME PILA"
"PNP1110189","PENDOLA",1165,"8/4/2011 0:00:00","CP, CR, TR, MS",1999,"Plumas189S","NAD83 UTM zone 10",657162.28,4365730.23,15,15,"Granite","",0.5,0,3,67,30,15,2,85,5,1,95,"1",3,"",NA,NA,3,7,3,2,1,"",50,90,85,20,60,40,20,100,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"PEN","n",1999,"this is 12-year revisit",12,1.3,50,"CONU4 QUKE LIDE3 ARME PSME","NA NA NA","NA NA NA CONU4 QUKE LIDE3 ARME PSME"
"PNP1110210","PENDOLA",1163,"8/4/2011 0:00:00","CP, CR, TR, MS",1999,"Plumas210S","NAD83 UTM zone 10",656745.31,4365912.17,165,27,"Granite","",0.5,65,1,19,15,20,0,40,35,0.5,50,"1",2,"",NA,NA,0.2,1.5,3,3,0,"",20,50,45,20,60,60,0,150,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"PEN","n",1999,"this is 12-year revisit",12,6,20,"QUKE PSME QUCH2 LIDE3 PIPO","NA NA NA","NA NA NA QUKE PSME QUCH2 LIDE3 PIPO"
"PNP1110233","PENDOLA",1193,"7/12/2011 0:00:00","CP, CR, TR, MS",1999,"Plumas233S","NAD83 UTM zone 10",656755.51,4366108.94,18,25,"Granite","",0.5,0,1,74,25,0.5,0,50,40,1,65,"1",1,"",NA,NA,0.5,1,13,13,0,"",0.5,40,70,20,260,260,0,10,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"PEN","n",1999,"this is 12-year revisit",12,4.7,0.5,"PILA PSME ARME CADE27","NA NA NA","NA NA NA PILA PSME ARME CADE27"
"PNP1110278","PENDOLA",1172,"7/12/2011 0:00:00","CP, CR, TR, MS",1999,"Plumas278S","NAD83 UTM zone 10",656928.7,4366509.24,280,25,"Granite","",0.5,0,1,89,10,1,1,82,1,0.5,80,"1",0,"",NA,NA,1,2,8,8,0,"Control Plot",30,40,82,20,160,160,0,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"PEN","n",1999,"this is 12-year revisit",12,4.6,29,"LIDE3 CONU4 PSME CADE27 PIPO ARME","NA NA NA","NA NA NA LIDE3 CONU4 PSME CADE27 PIPO ARME"
"PNP1110348","PENDOLA",1171,"7/12/2011 0:00:00","CP, CR, TR, MS",1999,"Plumas348S","NAD83 UTM zone 10",657725.31,4367554.41,300,21,"Granite","",0.5,0.5,2,93,5,0,0,99,5,0.5,99,"1",0,"",NA,NA,2,2,8,8,0,"Control Plot",0,15,99,20,160,160,0,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"PEN","n",1999,"this is 12-year revisit",12,2.8,0,"LIDE3 PSME CADE27 ABCO ARME","NA NA NA","NA NA NA LIDE3 PSME CADE27 ABCO ARME"
"PNP1110412","PENDOLA",1170,"7/12/2011 0:00:00","CP, CR, TR, MS",1999,"Plumas412S","NAD83 UTM zone 10",657889.24,4367931.99,290,6,"Granite","",1,0,1,90,8,0,2,20,78,1,80,"1",0,"",NA,NA,1.5,3,11,11,0,"Control Plot",18,20,80,20,220,220,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"PEN","n",1999,"this is 12-year revisit",12,4,16,"PSME ARME CADE27 QUKE LIDE3","NA NA NA","NA NA NA PSME ARME CADE27 QUKE LIDE3"
"PNT1000001","PENDOLA",743,"6/28/2010 0:00:00","BL, GB",1999,"","WGS84 UTM zone 10",661528.03,4366660.54,162,18,"granite","",1,0,2,96,1,7,1,38,7,1,6,"1",4,"",NA,NA,0.5,1.5,3,3,0,"Plot located on side of road. Large stump removed, possibly ARME.",NA,NA,NA,20,60,60,0,250,3.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,"PEN","n",1999,"this is 12-year revisit",11,3.18,6,"PIPO PSME ARME LIDE3","NA NA NA","NA NA NA PIPO PSME ARME LIDE3"
"PNT1000002","PENDOLA",746,"6/28/2010 0:00:00","BL, GB",1999,"","WGS84 UTM zone 10",661728.18,4366862.86,283,48,"granite","",8,0,3,85,4,50,1,10,0.5,2,0,"1",5,"",NA,NA,0.2,1.5,3,0,3,"",NA,NA,NA,20,60,0,60,350,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,"PEN","n",1999,"this is 12-year revisit",11,12,1,"PIPO QUCH2 CONU4 LIDE3 PSME","NA NA NA","NA NA NA PIPO QUCH2 CONU4 LIDE3 PSME"
"PNT1000003","PENDOLA",745,"6/28/2010 0:00:00","BL, GB",1999,"","WGS84 UTM zone 10",661922.11,4366876.58,196,18,"granite","",1,0,2,97,4,0.5,3,45,15,1,59,"1",3,"",NA,NA,0.5,2.5,13,13,0,"CONU overstory just outside plot.",NA,NA,NA,20,260,260,0,20,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,"PEN","n",1999,"this is 12-year revisit",11,2.4,2,"LIDE3 CONU4 ARME CADE27 PIPO PSME","NA NA NA","NA NA NA LIDE3 CONU4 ARME CADE27 PIPO PSME"
"PNT1000004","PENDOLA",796,"6/29/2010 0:00:00","BL, GB",1999,"","WGS84 UTM zone 10",662125.11,4366877.33,184,18,"GRANITE","",6,0,2,85,7,4,2,25,7,0.5,0,"1",5,"",NA,NA,1,3,2,0,2,"",NA,NA,NA,20,40,0,40,200,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,"PEN","n",1999,"this is 12-year revisit",11,14,2,"LIDE3 ARME PIPO PSME CONU4 CADE27","NA NA NA","NA NA NA LIDE3 ARME PIPO PSME CONU4 CADE27"
"PNT1000005","PENDOLA",744,"6/28/2010 0:00:00","BL, GB",1999,"","WGS84 UTM zone 10",661917.9,4367070.99,284,43,"granite","",15,0,2,15,68,20,4,20,3,0,3,"1",5,"",NA,NA,0.4,1,1,0,1,"",NA,NA,NA,20,20,0,20,300,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,"PEN","n",1999,"this is 12-year revisit",11,17,5,"LIDE3 CADE27 CONU4 PSME PIPO","NA NA NA","NA NA NA LIDE3 CADE27 CONU4 PSME PIPO"
"PNT1000006","PENDOLA",795,"6/29/2010 0:00:00","BL, GB",1999,"","WGS84 UTM zone 10",662123.33,4367080.56,110,24,"GRANITE","",4,0,2,88,6,9,1,25,9,0.5,5,"1",3,"",NA,NA,0,0.5,6,5,1,"INVASIVES: CYSC",NA,NA,NA,20,120,100,20,300,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,"PEN","n",1999,"this is 12-year revisit",11,3.2,0.5,"ARME PIPO LIDE3 CONU4 CADE27 PSME","NA NA NA","NA NA NA ARME PIPO LIDE3 CONU4 CADE27 PSME"
"PNT1000007","PENDOLA",797,"6/29/2010 0:00:00","BL, GB",1999,"","WGS84 UTM zone 10",661914.88,4367280.95,247,35,"GRANITE","",2,0,3,75,20,50,0.5,30,1,0,2,"1",4,"",NA,NA,0.5,3,2,0,2,"",NA,NA,NA,20,40,0,40,300,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,"PEN","n",1999,"this is 12-year revisit",11,2.5,0.5,"PIPO LIDE3 ARME PSME","NA NA NA","NA NA NA PIPO LIDE3 ARME PSME"
"PNT1000008","PENDOLA",1130,"6/29/2010 0:00:00","BL, GB",1999,"","WGS84 UTM zone 10",662108.65,4367283.12,38,47,"granite","",5,0,2,75,18,30,0,50,0,0.5,0,"1",5,"",NA,NA,1.5,5,5,0,5,"",NA,NA,NA,20,100,0,100,290,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,"PEN","n",1999,"this is 12-year revisit",11,2,0,"CONU4 ARME LIDE3","NA NA NA","NA NA NA CONU4 ARME LIDE3"
"PNT1000009","PENDOLA",800,"7/1/2010 0:00:00","BL, GB",1999,"","WGS84 UTM zone 10",662098.58,4367682.04,240,36,"GRANITE","",2,0,1,87,10,15,0.5,22,1,1,0,"1",5,"",NA,NA,3,4,2,0,2,"",NA,NA,NA,20,40,0,40,200,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,"PEN","n",1999,"this is 12-year revisit",11,5,3,"ARME LIDE3 PIPO CADE27 PSME QUCH2 CONU4","NA NA NA","NA NA NA ARME LIDE3 PIPO CADE27 PSME QUCH2 CONU4"
"PNT1000010","PENDOLA",782,"8/11/2010 0:00:00","BL, KW, GB",1999,"","WGS84 UTM zone 10",663099.98,4367714.15,133,52,"GRANITE","",6,0,2,90,2,33,25,8,0,0,5,"1",4,"",NA,NA,0.5,2,1,0,1,"INVASIVES: Woolly Mullein",NA,NA,NA,20,20,0,20,300,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,"PEN","n",1999,"this is 12-year revisit",11,5.1,20,"CONU4 ARME QUKE PSME CADE27","NA NA NA","NA NA NA CONU4 ARME QUKE PSME CADE27"
