"ID","Regen_Plot","OldPLOTID","Count_total","0yr","Ct_1yr","Ct_2yr","Ct_3yr","Ct_4yr","Ct_5yr","6yr","7yr","8yr","9yr","10yr","11+yr","Type","Species","num_dead","seed_veg_plant","tallest_age","tallest_ht_cm","tallest_lastyr_cm","Remarks","number_sprouts"
3942,"BTU1300084",,10.00,,2,3,5,,,,,,,,,"C","PIPO",,"S",3.00,65.00,15.00,,
3943,"BTU1300084",,6.00,,1,1,3,1,,,,,,,,"C","ABCO",,"S",,,,,
3944,"BTU1300086",,2.00,,,,,,1,,,1,,,,"H","QUCH2",,"S",5.00,130.00,30.00,,
3945,"BTU1300086",,27.00,,2,12,10,1,2,,,,,,,"C","PIPO",,"S",5.00,52.00,10.00,,
3946,"BTU1300087",,1.00,,,,,,,1,,,,,,"H","CONU4",,"S",6.00,60.00,20.00,,
3947,"BTU1300087",,1.00,,,,,1,,,,,,,,"C","PIPO",,"S",4.00,48.00,7.00,,
3948,"BTU1300095",,34.00,,,6,10,,18,,,,,,,"C","PIPO",,"S",5.00,55.00,11.00,,
3949,"BTU1300095",,27.00,,,20,1,,6,,,,,,,"C","ABCO",,"S",5.00,20.00,12.00,,
3950,"BTU1300095",,1.00,,,,,1,,,,,,,,"H","ARME",,"S",4.00,20.00,6.00,,
3952,"BTU1300097",,3.00,,,3,,,,,,,,,,"C","ABCO",,"S",2.00,13.00,4.00,,
3953,"BTU1300097",,1.00,,,1,,,,,,,,,,"C","PIPO",,"S",2.00,11.00,6.00,,
3954,"BTU1300108",,10.00,,,4,4,2,,,,,,,,"C","PIPO",,"S",4.00,40.00,8.00,,
3955,"BTU1300108",,1.00,,,1,,,,,,,,,,"C","PILA",,"S",2.00,18.00,5.00,,
3956,"BTU1300109",,204.00,,50,105,46,3,,,,,,,,"C","PIPO",,"S",4.00,38.00,7.00,,
3957,"BTU1300109",,2.00,,1,1,,,,,,,,,,"C","PILA",,"S",2.00,17.00,7.00,,
3958,"BTU1300111",,37.00,1,9,12,13,2,,,,,,,,"C","PIPO",,"S",4.00,28.00,7.00,,
3959,"BTU1300112",,1.00,,,,1,,,,,,,,,"H","QUCH2",,"S",3.00,20.00,5.00,,
3960,"BTU1300115",,40.00,20,20,,,,,,,,,,,"C","PIPO",,"S",1.00,12.00,6.00,,
3961,"BTU1300115",,90.00,30,40,20,,,,,,,,,,"C","ABCO",,"S",2.00,13.00,4.00,,
3962,"BTU1300115",,1.00,,1,,,,,,,,,,,"C","PILA",,"S",1.00,8.00,5.00,,
3963,"BTU1300115",,1.00,,1,,,,,,,,,,,"C","CADE27",,"S",1.00,6.00,3.00,,
3964,"BTU1300116",,71.00,,30,20,20,1,,,,,,,,"H","ACMA",,"S",4.00,54.00,30.00,,
3965,"BTU1300116",,3.00,1,2,,,,,,,,,,,"C","ABCO",,"S",1.00,13.00,4.00,,
3966,"BTU1300116",,2.00,,2,,,,,,,,,,,"C","CADE27",,"S",1.00,14.00,3.00,,
3967,"BTU1300116",,1.00,,1,,,,,,,,,,,"H","LIDE3",,"S",1.00,12.00,5.00,,
3968,"BTU1300116",,1.00,,,1,,,,,,,,,,"C","PILA",,"S",2.00,15.00,7.00,,
3971,"BTU1300117",,1.00,1,,,,,,,,,,,,"C","PIPO",,"S",0.00,5.00,,,
3972,"BTU1300119",,5.00,,,3,2,,,,,,,,,"H","QUKE",,"S",3.00,20.00,3.00,,
3973,"BTU1300119",,4.00,,3,1,,,,,,,,,,"C","ABCO",,"S",1.00,5.00,2.00,,
3974,"BTU1300119",,2.00,1,1,,,,,,,,,,,"C","PILA",,"S",1.00,5.00,2.00,,
3975,"BTU1300119",,1.00,,,,1,,,,,,,,,"H","LIDE3",,"S",3.00,10.00,3.00,,
3976,"BTU1300119",,2.00,,1,1,,,,,,,,,,"C","PIPO",,"S",2.00,5.00,2.00,,
3977,"BTU1300119",,1.00,,,1,,,,,,,,,,"C","CADE27",,"S",2.00,12.00,5.00,,
3978,"BTU1300120",,8.00,2,3,3,,,,,,,,,,"C","PILA",,"S",2.00,11.00,5.00,,
3979,"BTU1300120",,83.00,30,40,7,3,3,,,,,,,,"C","ABCO",,"S",4.00,18.00,6.00,,
3980,"BTU1300120",,7.00,,3,4,,,,,,,,,,"C","PIPO",,"S",2.00,12.00,6.00,,
3981,"BTU1300120",,1.00,1,,,,,,,,,,,,"H","LIDE3",,"S",0.00,12.00,,,
3982,"BTU1300121",,10.00,1,4,4,1,,,,,,,,,"C","ABCO",,"S",,,,"HEIGHTS NR",
3983,"BTU1300121",,23.00,,21,2,,,,,,,,,,"C","PIPO",,"S",,,,,
3984,"BTU1300121",,4.00,,3,1,,,,,,,,,,"C","PILA",,"S",,,,,
3985,"BTU1300121",,1.00,,,,,1,,,,,,,,"H","LIDE3",,"S",4.00,25.00,6.00,,
3986,"BTU1300122",,11.00,,11,,,,,,,,,,,"C","PIPO",,"S",1.00,12.00,6.00,,
3987,"BTU1300125",,3.00,,1,1,,1,,,,,,,,"H","QUKE",,"S",4.00,30.00,6.00,,
3988,"BTU1300125",,50.00,,10,30,10,,,,,,,,,"H","CONU4",,"S",3.00,40.00,12.00,,
3989,"BTU1300125",,2.00,2,,,,,,,,,,,,"C","ABCO",,"S",0.00,6.00,0.00,,
3990,"BTU1300125",,1.00,,,1,,,,,,,,,,"H","QUCH2",,"S",2.00,10.00,3.00,,
3991,"BTU1300125",,3.00,,1,,2,,,,,,,,,"H","LIDE3",,"S",3.00,20.00,4.00,,
3992,"BTU1300126",,58.00,1,2,22,20,12,1,,,,,,,"C","PIPO",,"S",5.00,54.00,4.00,,
3993,"BTU1300126",,2.00,,,2,,,,,,,,,,"C","PILA",,"S",2.00,27.00,10.00,,
3994,"BTU1300126",,7.00,,,2,3,2,,,,,,,,"C","ABCO",,"S",4.00,20.00,5.00,,
3995,"BTU1300126",,1.00,,,,,,1,,,,,,,"H","QUKE",,"S",5.00,110.00,24.00,,
3996,"BTU1300128",,15.00,,6,8,,1,,,,,,,,"H","QUCH2",,"S",2.00,15.00,4.00,,
3997,"BTU1300128",,51.00,,51,,,,,,,,,,,"C","PIPO",,"S",1.00,10.00,5.00,,
3999,"BTU1300128",,15.00,1,11,3,,,,,,,,,,"C","ABCO",,"S",2.00,8.00,4.00,,
4000,"BTU1300152",,1.00,,,,1,,,,,,,,,"C","PIPO",,"S",3.00,20.00,8.00,,
4001,"BTU1300153",,9.00,,,3,2,2,2,,,,,,,"H","QUKE",,"S",5.00,40.00,6.00,,
4003,"BTU1300154",,1.00,,,,1,,,,,,,,,"C","PIPO",,"S",3.00,55.00,11.00,,
4004,"BTU1300155",,1.00,,,1,,,,,,,,,,"C","ABCO",,"S",2.00,18.00,8.00,,
4005,"BTU1300156",,1.00,,,,,1,,,,,,,,"C","ABCO",,"S",4.00,22.00,8.00,,
4006,"BTU1300159",,3.00,,,,1,2,,,,,,,,"C","ABCO",,"S",4.00,25.00,10.00,,
4007,"BTU1300159",,1.00,,,1,,,,,,,,,,"C","PILA",,"S",2.00,7.00,5.00,,
4008,"BTU1300160",,1.00,,,,1,,,,,,,,,"C","ABMA",,"S",3.00,14.00,4.00,,
4009,"BTU1300161",,2.00,1,,,,,,,,,,,1,"C","ABCO",,"S",18.00,79.00,2.00,,
4010,"BTU1300161",,1.00,,,,1,,,,,,,,,"H","QUKE",,"S",3.00,10.00,3.00,,
4011,"BTU1300163",,2.00,,,2,,,,,,,,,,"C","ABCO",,"S",2.00,15.00,7.00,,
4012,"BTU1300164",,1.00,,,,1,,,,,,,,,"C","ABCO",,"S",3.00,23.00,4.00,,
4013,"BTU1300165",,2.00,,,,1,1,,,,,,,,"C","ABCO",,"S",4.00,19.00,3.00,,
4014,"BTU1300165",,1.00,,1,,,,,,,,,,,"C","ABMA",,"S",1.00,8.00,4.00,,
4015,"BTU1300166",,1.00,1,,,,,,,,,,,,"C","ABMA",,"S",9.00,64.00,5.00,,
4016,"BTU1300166",,4.00,,4,,,,,,,,,,,"C","ABCO",,"S",1.00,6.00,3.00,,
4017,"BTU1300166",,1.00,1,,,,,,,,,,,,"C","PILA",,"S",0.00,6.00,,,
4018,"BTU1300168",,2.00,,,,2,,,,,,,,,"C","ABCO",,"S",3.00,27.00,9.00,,
4019,"BTU1300169",,3.00,1,1,,1,,,,,,,,,"C","ABCO",,"S",3.00,28.00,8.00,,
4020,"BTU1300175",,11.00,2,6,1,2,,,,,,,,,"C","ABMA",,"S",3.00,27.00,9.00,,
4021,"BTU1300175",,4.00,,1,1,1,1,,,,,,,,"C","ABCO",,"S",4.00,29.00,8.00,,
4022,"BTU1300176",,1.00,,,1,,,,,,,,,,"C","PILA",,"S",2.00,13.00,3.00,,
4023,"BTU1300177",,2.00,,,,,,,2,,,,,,"C","ABMA",,"S",6.00,24.00,2.00,,
4024,"BTU1300177",,3.00,,,,,,,,,1,,,2,"C","ABCO",,"S",12.00,55.00,2.00,,
4025,"BTU1300180",,1.00,,,1,,,,,,,,,,"C","PILA",,"S",2.00,55.00,15.00,,
4026,"BTU1300181",,1.00,,,1,,,,,,,,,,"C","PICO",,"S",2.00,28.00,7.00,,
4027,"BTU1300183",,2.00,,,,,2,,,,,,,,"C","ABMA",,"S",4.00,28.00,9.00,,
4028,"BTU1300183",,1.00,,,,1,,,,,,,,,"C","ABCO",,"S",3.00,20.00,4.00,,
4029,"BTU1300185",,1.00,,,,1,,,,,,,,,"C","PICO",,"S",3.00,50.00,11.00,,
4030,"BTU1300185",,40.00,,,,20,10,10,,,,,,,"C","ABMA",,"S",5.00,70.00,10.00,,
4031,"BTU1300185",,40.00,,,,20,10,10,,,,,,,"C","ABCO",,"S",5.00,55.00,20.00,,
4032,"BTU1300186",,3.00,,,,,3,,,,,,,,"C","ABCO",,"S",4.00,28.00,4.00,,
4033,"BTU1300186",,2.00,,,,,1,1,,,,,,,"C","ABMA",,"S",5.00,53.00,11.00,,
4034,"BTU1300190",,20.00,,6,7,6,1,,,,,,,,"C","ABMA",,"S",4.00,25.00,6.00,,
4035,"BTU1300190",,7.00,1,,2,3,1,,,,,,,,"C","ABCO",,"S",4.00,14.00,3.00,,
4036,"BTU1300192",,7.00,,,,1,1,5,,,,,,,"C","ABMA",,"S",5.00,60.00,14.00,,
4037,"BTU1300194",,14.00,,,,5,6,3,,,,,,,"C","ABMA",,"S",5.00,42.00,11.00,,
4038,"BTU1300194",,2.00,,,,,1,1,,,,,,,"C","ABCO",,"S",5.00,31.00,5.00,,
4039,"BTU1300195",,13.00,,1,4,3,4,1,,,,,,,"C","ABMA",,"S",5.00,38.00,11.00,,
4040,"BTU1300197",,2.00,,,1,1,,,,,,,,,"C","PICO",,"S",3.00,30.00,7.00,,
4041,"BTU1300197",,1.00,,,1,,,,,,,,,,"C","ABCO",,"S",2.00,18.00,4.00,,
4042,"BTU1300197",,2.00,,,,2,,,,,,,,,"C","ABMA",,"S",3.00,30.00,5.00,,
4043,"BTU1300198",,1.00,,,,1,,,,,,,,,"C","ABMA",,"S",3.00,15.00,5.00,,
4044,"BTU1300199",,21.00,,,,2,6,13,,,,,,,"C","ABMA",,"S",5.00,60.00,23.00,,
4045,"BTU1300200",,90.00,5,10,10,20,20,25,,,,,,,"C","ABMA",,"S",5.00,60.00,10.00,,
4046,"CHB2012012",,5.00,,2,2,,,1,,,,,,,"H","QUGA4",,"S",5.00,14.00,0.50,,4
4047,"CHB2012248",,1.00,,,,1,,,,,,,,,"H","QUGA4",,"S",3.00,24.00,2.00,,1
4048,"CHB2012169",,6.00,,3,1,1,1,,,,,,,,"H","QUGA4",,"S",2.00,10.00,1.00,,6
4049,"CHB2012170",,1.00,,,1,,,,,,,,,,"H","QUGA4",,"S",2.00,30.00,2.00,,1
4050,"CHB2012153",,3.00,,2,,1,,,,,,,,,"C","PSME",,"S",3.00,8.00,1.40,,3
4051,"CHB2012153",,6.00,1,,3,1,,,1,,,,,,"H","QUGA4",,"S",6.00,9.00,1.00,,5
4052,"CHB2012175",,7.00,7,,,,,,,,,,,,"C","PSME",,"S",0.00,6.00,0.00,,7
4053,"CHB2012218",,94.00,15,31,22,22,4,,,,,,,,"C","PSME",,"S",4.00,25.00,1.50,,91
4054,"CHB2012218",,3.00,,3,,,,,,,,,,,"C","CADE27",,"S",1.00,6.50,1.00,,3
4055,"CHB2012045",,3.00,,,1,1,,,1,,,,,,"H","QUGA4",,"S",6.00,25.00,1.00,,3
4056,"CHB2012171",,3.00,,3,,,,,,,,,,,"C","PIPO",,"S",1.00,12.00,9.00,,3
4057,"CHB2012171",,11.00,,,4,4,2,1,,,,,,,"H","QUGA4",,"S",3.00,19.00,4.00,,11
4058,"CHB2012210",,2.00,,,2,,,,,,,,,,"C","PIPO",,"S",2.00,10.00,5.00,,2
4059,"CHB2012210",,2.00,,,2,,,,,,,,,,"C","PSME",,"S",2.00,15.00,10.00,,2
4060,"CHB2012167",,3.00,,,,3,,,,,,,,,"H","QUGA4",,"S",3.00,20.00,1.00,,3
4061,"CHB2012281",,1.00,,,,,,1,,,,,,,"H","QUGA4",,"S",5.00,18.00,3.00,,1
4062,"CHB2012282",,7.00,,2,3,1,,1,,,,,,,"H","QUGA4",,"S",5.00,25.00,2.00,,7
4063,"CHB2012014",,1.00,,1,,,,,,,,,,,"H","QUGA4",,"S",1.00,11.00,7.00,,1
4064,"CHB2012995",,3.00,,,3,,,,,,,,,,"C","PSME",,"S",2.00,7.00,2.50,,3
4065,"CHB2012995",,3.00,,,1,1,,,,1,,,,,"H","QUGA4",,"S",3.00,13.00,2.50,,3
4066,"CHB2012995",,2.00,,,1,,1,,,,,,,,"C","CADE27",,"S",4.00,33.00,3.00,,2
4067,"CHB2012994",,19.00,,3,5,1,,1,2,,1,4,,2,"H","QUGA4",,"S",9.00,115.00,2.30,,19
4068,"CHB2012994",,14.00,1,1,,2,1,1,5,2,,,1,,"H","ACMA",,"S",6.00,115.00,7.00,,14
4069,"CHB2012994",,3.00,,,,2,1,,,,,,,,"H","QUKE",,"S",4.00,40.00,4.50,,3
4070,"CHB2012039",,3.00,1,,1,1,,,,,,,,,"H","QUGA4",,"S",3.00,9.00,1.00,,3
4071,"CHB2012050",,20.00,,,2,1,,17,,,,,,,"H","QUGA4",,"S",3.00,21.00,2.00,,20
4072,"CHB2012038",,7.00,,3,2,,2,,,,,,,,"H","QUGA4",,"S",4.00,23.00,8.00,,7
4073,"CHB2012038",,2.00,,,,2,,,,,,,,,"H","QUKE",,"S",3.00,30.00,16.00,,2
4074,"CHB2012193",,1.00,,1,,,,,,,,,,,"H","QUGA4",,"S",1.00,11.00,2.00,,1
4075,"CHB2012991",,32.00,1,1,11,10,2,4,2,,,,,,"H","QUGA4",,"S",6.00,30.00,1.50,,21
4076,"CHB2012991",,1.00,,,,,,,,,1,,,,"C","JUOC",,"S",8.00,70.00,7.00,,1
4077,"CHB2012065",,3.00,,2,,1,,,,,,,,,"H","QUGA4",,"S",3.00,22.00,3.00,,3
4078,"CHB2012065",,5.00,1,,1,2,1,,,,,,,,"H","QUKE",,"S",4.00,17.00,1.00,,4
4079,"CHB2012065",,1.00,,,,1,,,,,,,,,"C","CADE27",,"S",3.00,24.00,3.00,,1
4080,"CHB2012065",,1.00,,1,,,,,,,,,,,"C","PIPO",,"S",1.00,17.00,7.00,,1
4081,"CHB2012078",,1.00,,1,,,,,,,,,,,"C","CADE27",,"S",1.00,6.00,4.00,,1
4082,"CHB2012003",,5.00,,,,3,2,,,,,,,,"H","QUGA4",,"S",3.00,27.00,2.00,,5
4083,"CHB2012283",,1.00,,,,,1,,,,,,,,"H","QUGA4",,"S",4.00,10.00,1.00,,1
4084,"CHB2012262",,3.00,,,,3,,,,,,,,,"H","QUGA4",,"S",3.00,12.00,8.00,,3
4085,"CHB2012192",,9.00,,,1,3,2,1,2,,,,,,"H","QUGA4",,"S",6.00,40.00,5.00,,9
4086,"CHB2012212",,1.00,,,,,,,,,,,,1,"H","QUGA4",,"S",14.00,70.00,27.00,,1
4087,"CHB2012188",,1.00,,,,,,1,,,,,,,"H","QUGA4",,"S",5.00,10.00,1.00,,1
4088,"CHB2012187",,31.00,,9,11,6,5,,,,,,,,"H","QUGA4",,"S",4.00,57.00,10.00,,31
4089,"CHB2012187",,1.00,,,,,1,,,,,,,,"H","QUKE",,"S",4.00,16.00,1.50,,1
4090,"CHB2012186",,2.00,,,,,2,,,,,,,,"H","QUGA4",,"S",4.00,25.00,7.00,,2
4091,"CHB2012185",,1.00,,,,,,1,,,,,,,"H","QUCH2",,"S",5.00,85.00,10.00,,1
4092,"CHB2012208",,1.00,,,,,,1,,,,,,,"H","QUCH2",,"S",5.00,50.00,4.50,,5
4093,"CHB2012208",,1.00,,,1,,,,,,,,,,"C","PSME",,"S",2.00,33.00,9.50,,2
4094,"CHB2012148",,1.00,,1,,,,,,,,,,,"C","PSME",,"S",1.00,30.00,20.00,,1
4095,"CHB2012008",,22.00,,2,,3,2,1,2,,3,3,3,3,"H","QUGA4",,"S",13.00,80.00,5.00,,23
4096,"CHB2012015",,4.00,,1,1,1,,1,,,,,,,"H","QUGA4",,"S",5.00,15.00,0.50,,4
4097,"CHB2012999",,2.00,,1,1,,,,,,,,,,"C","CADE27",,"S",2.00,25.00,0.40,,
4098,"CHB2012998",,2.00,,,,,,1,,,,,1,,"C","PSME",,"S",10.00,65.00,1.00,,2
4099,"CHB2012998",,6.00,,,1,,,2,,,,,2,1,"H","QUKE",,"S",10.00,60.00,5.00,,6
4100,"CHB2012998",,2.00,,,,,,,1,,,,,1,"H","QUGA4",,"S",11.00,26.00,4.00,,2
4101,"CHB2012997",,3.00,,,,,1,,1,,,,,1,"H","ACMA",,"S",4.00,35.00,3.00,,3
4102,"CHB2012997",,7.00,,,1,2,,,1,1,,,1,1,"H","QUKE",,"S",14.00,65.00,1.50,,7
4103,"CHB2012996",,8.00,,2,,1,,,,,,1,3,1,"H","QUGA4",,"S",,,,"tallest data not recorded",8
4104,"CHB2012996",,1.00,,,1,,,,,,,,,,"H","QUKE",,"S",,,,"tallest data not recorded",1
4105,"CHB2012996",,2.00,,,,,,,,,1,,,1,"C","PSME",,"S",15.00,30.00,3.80,,2
4106,"CHB2012292",,7.00,1,2,,3,1,,,,,,,,"H","ACMA",,"S",4.00,30.00,1.00,,7
4107,"CHB2012292",,4.00,1,3,,,,,,,,,,,"C","CADE27",,"S",1.00,15.00,4.00,,3
4108,"CHB2012292",,3.00,,1,,,2,,,,,,,,"H","QUGA4",,"S",4.00,24.00,4.00,,3
4109,"CHB2012292",,4.00,,,2,2,,,,,,,,,"C","PSME",,"S",3.00,15.00,1.00,,4
4110,"CHB2012183",,1.00,,,,1,,,,,,,,,"C","PSME",,"S",3.00,25.00,3.00,,1
4111,"CHB2012183",,1.00,,1,,,,,,,,,,,"C","PIPO",,"S",1.00,30.00,24.00,,1
4112,"CHB2012043",,14.00,,13,,1,,,,,,,,,"C","PSME",,"S",,,,"tallest data not recorded",
4113,"CHB2012007",,20.00,1,3,3,8,3,2,,,,,,,"H","QUGA4",,"S",5.00,60.00,10.00,,20
4114,"CHB2012992",,2.00,,,2,,,,,,,,,,"H","QUGA4",,"S",2.00,14.00,1.50,,2
4115,"CHB2012993",,1.00,,,,,,,,,1,,,,"C","PSME",,"S",8.00,120.00,15.00,,1
4116,"CHB2012993",,3.00,,2,1,,,,,,,,,,"H","QUGA4",,"S",1.00,13.00,10.00,,3
4117,"CHB2012993",,4.00,,4,,,,,,,,,,,"H","ACMA",,"S",1.00,8.00,3.00,,4
4118,"ELK2012776",,,,,,,,,,,,,,,"C","PSME",,,2.00,11.00,3.00,,2
4119,"ELK2012776",,,,,,,,,,,,,,,"H","QUCH2",,,3.00,25.00,7.50,,2
4120,"ELK2012776",,,,,,,,,,,,,,,"H","ARME",,,3.00,70.00,22.00,,9
4121,"ELK2012776",,,,,,,,,,,,,,,"H","NODE",,,2.00,15.00,3.00,,1
4122,"ELK2012776",,,,,,,,,,,,,,,"C","PILA",,,3.00,27.00,4.50,,1
4123,"ELK2012776",,,,,,,,,,,,,,,"H","QUKE",,,0.00,8.00,0.00,,1
4124,"ELK2012441",,,,,,,,,,,,,,,"C","PSME",,,13.00,125.00,4.50,,3
4125,"ELK2012441",,,,,,,,,,,,,,,"H","LIDE3",,,3.00,18.00,3.00,,2
4126,"ELK2012001",,,,,,,,,,,,,,,"C","PSME",,,15.00,120.00,15.00,,11
4127,"ELK2012001",,,,,,,,,,,,,,,"H","LIDE3",,,11.00,135.00,10.00,,6
4128,"ELK2012001",,,,,,,,,,,,,,,"C","ABCO",,,10.00,121.00,12.00,,3
4129,"ELK2012001",,,,,,,,,,,,,,,"H","ARME",,,7.00,136.00,8.00,,1
4130,"ELK2012001",,,,,,,,,,,,,,,"H","CHCH",,,10.00,40.00,1.00,,1
4131,"ELK2012001",,,,,,,,,,,,,,,"C","PILA",,,2.00,19.00,2.00,,1
4132,"ELK2012002",,,,,,,,,,,,,,,"C","ABCO",,,15.00,100.00,5.00,,3
4133,"ELK2012002",,,,,,,,,,,,,,,"C","PSME",,,15.00,125.00,3.00,,5
4134,"ELK2012002",,,,,,,,,,,,,,,"H","LIDE3",,,1.00,23.00,9.00,,1
4135,"ELK2012002",,,,,,,,,,,,,,,"H","TAXUS",,,12.00,38.00,3.00,,1
4136,"ELK2012440",,,,,,,,,,,,,,,"C","PILA",,,3.00,24.00,3.00,,4
4137,"ELK2012440",,,,,,,,,,,,,,,"C","PIAT",,,3.00,100.00,28.00,,78
4138,"ELK2012440",,,,,,,,,,,,,,,"H","LIDE3",,,1.00,25.00,7.00,,1
4139,"ELK2012003",,,,,,,,,,,,,,,"H","QUKE",,,3.00,14.00,2.90,,2
4140,"ELK2012003",,,,,,,,,,,,,,,"H","LIDE3",,,3.00,125.00,13.00,,19
4141,"ELK2012003",,,,,,,,,,,,,,,"C","PSME",,,2.00,10.00,2.00,,1
4142,"ELK2012003",,,,,,,,,,,,,,,"C","ABCO",,,0.00,8.00,0.00,,1
4143,"ELK2012004",,,,,,,,,,,,,,,"H","LIDE3",,,1.00,15.00,2.50,,3
4144,"ELK2012004",,,,,,,,,,,,,,,"H","QUKE",,,1.00,25.00,2.50,,6
4145,"ELK2012005",,,,,,,,,,,,,,,"H","LIDE3",,,1.00,40.00,16.00,,13
4146,"ELK2012005",,,,,,,,,,,,,,,"C","PSME",,,0.00,3.00,0.00,,1
4147,"ELK2012005",,,,,,,,,,,,,,,"H","CHCH",,,1.00,9.00,1.00,,1
4148,"ELK2012006",,,,,,,,,,,,,,,"H","LIDE3",,,14.00,110.00,6.00,,45
4149,"ELK2012006",,,,,,,,,,,,,,,"C","PSME",,,15.00,85.00,2.00,,17
4150,"ELK2012006",,,,,,,,,,,,,,,"C","ABCO",,,16.00,25.00,1.00,,1
4151,"ELK2012006",,,,,,,,,,,,,,,"C","PILA",,,15.00,115.00,16.00,,3
4152,"ELK2012006",,,,,,,,,,,,,,,"C","CADE27",,,2.00,18.00,4.50,,1
4153,"ELK2012630",,,,,,,,,,,,,,,"C","PSME",,,2.00,8.00,1.40,,10
4154,"ELK2012630",,,,,,,,,,,,,,,"H","ARME",,,1.00,6.00,1.50,,11
4155,"ELK2012630",,,,,,,,,,,,,,,"H","LIDE3",,,2.00,20.00,2.00,,4
4156,"ELK2012630",,,,,,,,,,,,,,,"C","CADE27",,,1.00,10.00,3.00,,1
4157,"ELK2012010",,,,,,,,,,,,,,,"H","LIDE3",,,4.00,20.00,2.00,,15
4158,"ELK2012010",,,,,,,,,,,,,,,"C","PSME",,,2.00,7.00,2.00,,1
4159,"ELK2012010",,,,,,,,,,,,,,,"C","CADE27",,,8.00,19.00,3.00,,1
4160,"ELK2012007",,,,,,,,,,,,,,,"C","ABCO",,,20.00,95.00,2.00,,10
4161,"ELK2012007",,,,,,,,,,,,,,,"H","TAXUS",,,20.00,40.00,1.00,,1
4162,"ELK2012007",,,,,,,,,,,,,,,"H","CHCH",,,15.00,135.00,1.00,,6
4163,"ELK2012007",,,,,,,,,,,,,,,"H","LIDE3",,,14.00,120.00,3.00,,40
4164,"ELK2012007",,,,,,,,,,,,,,,"C","PSME",,,20.00,75.00,3.00,,3
4165,"ELK2012007",,,,,,,,,,,,,,,"H","ARME",,,4.00,18.00,4.00,,1
4166,"ELK2012008",,,,,,,,,,,,,,,"H","ACMA",,,15.00,120.00,1.50,,6
4167,"ELK2012008",,,,,,,,,,,,,,,"C","CADE27",,,15.00,105.00,2.50,,107
4168,"ELK2012008",,,,,,,,,,,,,,,"H","LIDE3",,,12.00,70.00,7.00,,12
4169,"ELK2012008",,,,,,,,,,,,,,,"C","PSME",,,8.00,45.00,3.00,,8
4170,"ELK2012008",,,,,,,,,,,,,,,"C","ABCO",,,15.00,100.00,10.00,,6
4171,"ELK2012008",,,,,,,,,,,,,,,"H","ARME",,,9.00,130.00,2.00,,4
4172,"ELK2012008",,,,,,,,,,,,,,,"H","CHCH",,,9.00,33.00,1.00,,2
4173,"ELK2012008",,,,,,,,,,,,,,,"H","ALRH",,,6.00,65.00,4.00,,1
4174,"ELK2012009",,,,,,,,,,,,,,,"H","LIDE3",,,10.00,130.00,10.00,,27
4175,"ELK2012009",,,,,,,,,,,,,,,"C","PSME",,,15.00,90.00,5.50,,44
4176,"ELK2012009",,,,,,,,,,,,,,,"H","ARME",,,5.00,120.00,8.00,,38
4177,"ELK2012009",,,,,,,,,,,,,,,"C","ABCO",,,15.00,30.00,1.00,,9
4178,"ELK2012009",,,,,,,,,,,,,,,"H","CHCH",,,7.00,35.00,2.00,,1
4179,"ELK2012009",,,,,,,,,,,,,,,"C","PSME",,,4.00,46.00,8.00,,8
4180,"ELK2012402",,,,,,,,,,,,,,,"C","PILA",,,1.00,13.00,3.00,,1
4181,"ELK2012403",,,,,,,,,,,,,,,"C","PSME",,,5.00,60.00,12.00,,1
4182,"ELK2012403",,,,,,,,,,,,,,,"H","ARME",,,2.00,30.00,6.00,,3
4183,"ELK2012586",,,,,,,,,,,,,,,"H","QUCH2",,,4.00,38.00,4.00,,1
4184,"ELK2012586",,,,,,,,,,,,,,,"C","PILA",,,4.00,15.00,1.00,,1
4185,"ELK2012650",,,,,,,,,,,,,,,"C","CADE27",,,1.00,13.00,2.50,,1
4186,"ELK2012119",,,,,,,,,,,,,,,"C","PIPO",,,1.00,33.00,23.00,,3
4187,"ELK2012119",,,,,,,,,,,,,,,"H","ARME",,,4.00,50.00,8.00,,2
4188,"ELK2012119",,,,,,,,,,,,,,,"C","PSME",,,3.00,37.00,6.00,,2
4189,"ELK2012566",,,,,,,,,,,,,,,"C","ABCO",,,16.00,130.00,4.00,,19
4190,"ELK2012566",,,,,,,,,,,,,,,"C","PSME",,,10.00,54.00,5.00,,7
4191,"ELK2012566",,,,,,,,,,,,,,,"H","ARME",,,4.00,50.00,7.00,,1
4192,"ELK2012800",,,,,,,,,,,,,,,"H","QUKE",,,2.00,19.00,3.30,,10
4193,"ELK2012800",,,,,,,,,,,,,,,"H","LIDE3",,,3.00,21.00,3.50,,8
4194,"ELK2012800",,,,,,,,,,,,,,,"H","QUCH2",,,6.00,22.00,4.00,,2
4195,"ELK2012800",,,,,,,,,,,,,,,"C","CADE27",,,3.00,18.00,5.00,,15
4196,"ELK2012800",,,,,,,,,,,,,,,"C","PSME",,,3.00,22.00,4.00,,56
4197,"ELK2012800",,,,,,,,,,,,,,,"H","ARME",,,3.00,45.00,12.00,,16
4198,"ELK2012800",,,,,,,,,,,,,,,"C","PIPO",,,2.00,10.00,3.50,,1
4199,"ELK2012629",,,,,,,,,,,,,,,"C","PSME",,,13.00,122.00,18.00,,13
4200,"ELK2012629",,,,,,,,,,,,,,,"C","CADE27",,,6.00,50.00,6.00,,4
